"freqm";"freqf";"firstname";"totalfreq";"percm";"percf" 
0;12;"awbrey";12;0;100
10;0;"aweis";10;100;0
46;0;"awesome";46;100;0
9;0;"awet";9;100;0
10;0;"aweys";10;100;0
0;5;"awi";5;0;100
0;1725;"awilda";1725;0;100
0;5;"awn";5;0;100
0;5;"awna";5;0;100
0;7;"awo";7;0;100
76;0;"aws";76;100;0
11;0;"awwab";11;100;0
5;0;"awwal";5;100;0
0;17;"axa";17;0;100
11;0;"axal";11;100;0
125;0;"axavier";125;100;0
272;0;"axcel";272;100;0
5;0;"axcell";5;100;0
8;0;"axe";8;100;0
10;0;"axeel";10;100;0
33218;111;"axel";33329;99.6669567043716;0.333043295628432
353;0;"axell";353;100;0
0;106;"axelle";106;0;100
22;0;"axeton";22;100;0
0;11;"axia";11;0;100
0;119;"axie";119;0;100
56;0;"axiel";56;100;0
47;0;"axil";47;100;0
5;0;"axiom";5;100;0
0;5;"axiry";5;0;100
15;0;"axis";15;100;0
1815;0;"axl";1815;100;0
677;0;"axle";677;100;0
5;0;"axon";5;100;0
52;0;"axsel";52;100;0
55;0;"axten";55;100;0
40;0;"axtin";40;100;0
2053;0;"axton";2053;100;0
80;0;"axtyn";80;100;0
5;0;"axwell";5;100;0
97;0;"axxel";97;100;0
185;0;"axyl";185;100;0
58;0;"axzel";58;100;0
0;4452;"aya";4452;0;100
0;23;"ayaa";23;0;100
3734;138;"ayaan";3872;96.4359504132231;3.56404958677686
0;116;"ayaana";116;0;100
148;0;"ayaansh";148;100;0
0;123;"ayaat";123;0;100
65;0;"ayad";65;100;0
0;2676;"ayah";2676;0;100
0;91;"ayahna";91;0;100
0;5;"ayaina";5;0;100
0;33;"ayak";33;0;100
0;407;"ayaka";407;0;100
0;537;"ayako";537;0;100
31;0;"ayal";31;100;0
0;671;"ayala";671;0;100
0;7;"ayalah";7;0;100
0;236;"ayame";236;0;100
0;11;"ayami";11;0;100
1791;609;"ayan";2400;74.625;25.375
5;10102;"ayana";10107;0.0494706638963095;99.9505293361037
0;414;"ayanah";414;0;100
0;5;"ayanami";5;0;100
0;6;"ayanda";6;0;100
0;242;"ayane";242;0;100
0;276;"ayani";276;0;100
0;52;"ayania";52;0;100
0;5;"ayaniah";5;0;100
16;0;"ayanle";16;100;0
0;14488;"ayanna";14488;0;100
0;605;"ayannah";605;0;100
0;5;"ayanne";5;0;100
0;128;"ayanni";128;0;100
0;10;"ayannia";10;0;100
0;125;"ayano";125;0;100
216;0;"ayansh";216;100;0
0;5;"ayante";5;0;100
0;11;"ayantu";11;0;100
0;303;"ayari";303;0;100
0;268;"ayasha";268;0;100
0;685;"ayat";685;0;100
0;6;"ayati";6;0;100
6;0;"ayatollah";6;100;0
0;6;"ayatt";6;0;100
0;67;"ayauna";67;0;100
89;0;"ayaz";89;100;0
33;0;"aybel";33;100;0
0;77;"aybree";77;0;100
0;7;"aybri";7;0;100
0;19;"aybrie";19;0;100
161;0;"ayce";161;100;0
103;0;"aycen";103;100;0
0;758;"ayda";758;0;100
0;36;"aydah";36;0;100
9;0;"aydain";9;100;0
0;5;"aydali";5;0;100
4915;436;"aydan";5351;91.8519902821902;8.14800971780975
17;0;"aydann";17;100;0
113;0;"aydden";113;100;0
0;283;"ayde";283;0;100
0;171;"aydee";171;0;100
61;0;"aydeen";61;100;0
0;5;"aydelis";5;0;100
0;6;"aydeliz";6;0;100
65213;2118;"ayden";67331;96.8543464377478;3.14565356225216
601;13;"aydenn";614;97.8827361563518;2.11726384364821
0;5;"aydenne";5;0;100
0;81;"aydia";81;0;100
107;0;"aydian";107;100;0
117;0;"aydien";117;100;0
4505;191;"aydin";4696;95.9327086882453;4.06729131175468
146;0;"aydn";146;100;0
585;0;"aydon";585;100;0
0;16;"aydree";16;0;100
26;0;"aydren";26;100;0
231;47;"aydrian";278;83.0935251798561;16.9064748201439
0;37;"aydriana";37;0;100
0;27;"aydrianna";27;0;100
33;0;"aydric";33;100;0
0;5;"aydrie";5;0;100
134;0;"aydrien";134;100;0
5;0;"aydrik";5;100;0
6;0;"aydun";6;100;0
310;11;"aydyn";321;96.5732087227414;3.42679127725857
0;25;"aye";25;0;100
0;5;"ayea";5;0;100
0;5;"ayeasha";5;0;100
11;0;"ayedan";11;100;0
107;0;"ayeden";107;100;0
37;0;"ayedin";37;100;0
0;29;"ayeesha";29;0;100
0;10;"ayeh";10;0;100
0;137;"ayeisha";137;0;100
0;16;"ayela";16;0;100
5;5;"ayele";10;50;50
0;10;"ayeleen";10;0;100
0;572;"ayelen";572;0;100
0;38;"ayelene";38;0;100
0;689;"ayelet";689;0;100
0;36;"ayelin";36;0;100
0;50;"ayen";50;0;100
0;82;"ayerim";82;0;100
0;5290;"ayesha";5290;0;100
0;12;"ayeshah";12;0;100
0;114;"ayeshia";114;0;100
0;36;"ayeza";36;0;100
235;0;"ayham";235;100;0
14;0;"ayhan";14;100;0
34;0;"ayhem";34;100;0
0;16;"ayia";16;0;100
0;614;"ayiana";614;0;100
0;263;"ayianna";263;0;100
75;0;"ayiden";75;100;0
0;5;"ayin";5;0;100
415;0;"ayinde";415;100;0
0;34;"ayira";34;0;100
0;880;"ayisha";880;0;100
0;11;"ayishah";11;0;100
0;16;"ayja";16;0;100
0;83;"ayjah";83;0;100
0;16973;"ayla";16973;0;100
0;930;"aylah";930;0;100
0;5;"aylamae";5;0;100
196;0;"aylan";196;100;0
0;151;"aylana";151;0;100
0;264;"aylani";264;0;100
0;37;"aylanie";37;0;100
0;5;"aylanna";5;0;100
0;5;"aylanni";5;0;100
0;58;"ayleah";58;0;100
0;11;"ayled";11;0;100
0;260;"aylee";260;0;100
0;4536;"ayleen";4536;0;100
0;5;"ayleena";5;0;100
0;27;"ayleene";27;0;100
0;37;"ayleigh";37;0;100
54;582;"aylen";636;8.49056603773585;91.5094339622642
0;10;"aylena";10;0;100
0;407;"aylene";407;0;100
0;5;"aylenne";5;0;100
0;9;"aylet";9;0;100
0;34;"ayleth";34;0;100
0;35;"ayli";35;0;100
0;28;"aylia";28;0;100
0;52;"ayliah";52;0;100
0;44;"ayliana";44;0;100
0;5;"aylianna";5;0;100
0;18;"aylie";18;0;100
18;10109;"aylin";10127;0.17774266811494;99.8222573318851
0;19;"aylina";19;0;100
0;336;"ayline";336;0;100
0;142;"aylinn";142;0;100
0;22;"aylinne";22;0;100
0;6;"aylisha";6;0;100
0;286;"aylissa";286;0;100
0;56;"aylla";56;0;100
5;0;"aylon";5;100;0
0;276;"aylssa";276;0;100
0;101;"aylyn";101;0;100
0;7;"aylynn";7;0;100
26;0;"aymaan";26;100;0
1629;28;"ayman";1657;98.3101991550996;1.68980084490042
0;238;"aymar";238;0;100
0;84;"aymara";84;0;100
0;317;"ayme";317;0;100
0;418;"aymee";418;0;100
325;17;"aymen";342;95.0292397660819;4.97076023391813
6;0;"aymeric";6;100;0
0;5;"aymie";5;0;100
0;140;"ayn";140;0;100
0;39;"ayna";39;0;100
0;15;"aynara";15;0;100
0;18;"ayneka";18;0;100
0;5;"ayni";5;0;100
0;11;"aynia";11;0;100
0;30;"ayniah";30;0;100
0;193;"aynslee";193;0;100
0;18;"aynsleigh";18;0;100
0;389;"aynsley";389;0;100
0;39;"aynslie";39;0;100
0;6;"aynur";6;0;100
99;68;"ayo";167;59.2814371257485;40.7185628742515
16;0;"ayobami";16;100;0
216;0;"ayodeji";216;100;0
236;98;"ayodele";334;70.6586826347305;29.3413173652695
0;14;"ayofemi";14;0;100
0;46;"ayoka";46;0;100
0;5;"ayoki";5;0;100
0;5;"ayomi";5;0;100
425;296;"ayomide";721;58.9459084604716;41.0540915395284
70;26;"ayomikun";96;72.9166666666667;27.0833333333333
13;12;"ayomiposi";25;52;48
34;0;"ayon";34;100;0
0;283;"ayona";283;0;100
0;6;"ayonah";6;0;100
0;5;"ayondela";5;0;100
0;1064;"ayonna";1064;0;100
13;0;"ayoob";13;100;0
5;5;"ayoola";10;50;50
5;10;"ayooluwa";15;33.3333333333333;66.6666666666667
6;0;"ayotomi";6;100;0
38;0;"ayotunde";38;100;0
591;0;"ayoub";591;100;0
0;472;"ayra";472;0;100
0;156;"ayrabella";156;0;100
0;24;"ayrah";24;0;100
0;32;"ayram";32;0;100
0;6;"ayreana";6;0;100
0;17;"ayreanna";17;0;100
59;5;"ayren";64;92.1875;7.8125
0;17;"ayreona";17;0;100
0;18;"ayreonna";18;0;100
5;0;"ayres";5;100;0
0;10;"ayria";10;0;100
0;10;"ayriah";10;0;100
0;5;"ayrial";5;0;100
12;28;"ayrian";40;30;70
0;321;"ayriana";321;0;100
0;324;"ayrianna";324;0;100
0;5;"ayriauna";5;0;100
5;0;"ayric";5;100;0
0;38;"ayrica";38;0;100
0;8;"ayrie";8;0;100
0;152;"ayriel";152;0;100
0;5;"ayrihanna";5;0;100
0;47;"ayrika";47;0;100
0;25;"ayrin";25;0;100
6;6;"ayrion";12;50;50
0;25;"ayrionna";25;0;100
0;83;"ayris";83;0;100
274;5;"ayron";279;98.2078853046595;1.7921146953405
609;0;"ayrton";609;100;0
10;234;"aysa";244;4.0983606557377;95.9016393442623
0;444;"ayse";444;0;100
0;127;"aysel";127;0;100
79;0;"aysen";79;100;0
0;5;"aysenur";5;0;100
0;2557;"aysha";2557;0;100
0;29;"ayshah";29;0;100
0;334;"ayshia";334;0;100
0;2002;"aysia";2002;0;100
0;190;"aysiah";190;0;100
0;8;"ayslee";8;0;100
0;88;"ayslin";88;0;100
0;12;"ayslinn";12;0;100
0;5;"ayslyn";5;0;100
301;0;"ayson";301;100;0
0;161;"ayssa";161;0;100
0;5;"aysu";5;0;100
0;27;"aytana";27;0;100
0;10;"ayten";10;0;100
59;0;"aythan";59;100;0
15;0;"aythen";15;100;0
967;0;"ayub";967;100;0
0;450;"ayumi";450;0;100
6;0;"ayumu";6;100;0
0;7;"ayuna";7;0;100
0;10;"ayunna";10;0;100
1693;0;"ayush";1693;100;0
0;26;"ayusha";26;0;100
0;331;"ayushi";331;0;100
7;0;"ayushmaan";7;100;0
32;0;"ayushman";32;100;0
124;0;"ayuub";124;100;0
0;2291;"ayva";2291;0;100
0;908;"ayvah";908;0;100
17;0;"ayvan";17;100;0
0;5;"ayvani";5;0;100
0;5;"ayvee";5;0;100
261;31;"ayven";292;89.3835616438356;10.6164383561644
6;0;"ayveon";6;100;0
0;14;"ayveri";14;0;100
0;19;"ayverie";19;0;100
0;5;"ayvia";5;0;100
0;10;"ayviana";10;0;100
63;0;"ayvin";63;100;0
60;0;"ayvion";60;100;0
0;58;"ayvree";58;0;100
0;5;"ayvri";5;0;100
0;11;"ayvrie";11;0;100
123;0;"ayyan";123;100;0
13;0;"ayyoub";13;100;0
191;0;"ayyub";191;100;0
0;91;"ayza";91;0;100
0;13;"ayzah";13;0;100
0;5;"ayzaria";5;0;100
0;14;"ayzel";14;0;100
18;0;"ayzen";18;100;0
0;34;"ayzha";34;0;100
0;140;"ayzia";140;0;100
0;38;"ayzlee";38;0;100
0;5;"ayzlin";5;0;100
0;5;"ayzlyn";5;0;100
39;318;"aza";357;10.9243697478992;89.0756302521009
5;0;"azaad";5;100;0
633;0;"azaan";633;100;0
195;0;"azad";195;100;0
0;146;"azadeh";146;0;100
1602;0;"azael";1602;100;0
0;44;"azaela";44;0;100
0;35;"azaelia";35;0;100
0;11;"azah";11;0;100
65;0;"azahel";65;100;0
0;46;"azahria";46;0;100
133;0;"azai";133;100;0
0;20;"azaia";20;0;100
472;61;"azaiah";533;88.5553470919325;11.4446529080675
0;20;"azaila";20;0;100
0;18;"azailya";18;0;100
0;54;"azaira";54;0;100
0;6;"azairah";6;0;100
0;5;"azaireyah";5;0;100
0;6;"azaiyah";6;0;100
0;15;"azalaya";15;0;100
0;5010;"azalea";5010;0;100
0;330;"azaleah";330;0;100
0;1347;"azalee";1347;0;100
0;25;"azaleia";25;0;100
0;18;"azaleigh";18;0;100
0;5;"azaleigha";5;0;100
0;10;"azalene";10;0;100
0;5;"azaley";5;0;100
0;21;"azaleya";21;0;100
0;5;"azaleyah";5;0;100
0;1718;"azalia";1718;0;100
0;243;"azaliah";243;0;100
0;128;"azalie";128;0;100
0;26;"azaline";26;0;100
0;12;"azaliya";12;0;100
0;68;"azaliyah";68;0;100
0;70;"azalya";70;0;100
0;79;"azalyn";79;0;100
0;77;"azalynn";77;0;100
142;0;"azam";142;100;0
273;0;"azan";273;100;0
0;141;"azana";141;0;100
0;5;"azanae";5;0;100
0;7;"azaneth";7;0;100
0;52;"azani";52;0;100
0;44;"azania";44;0;100
5;10;"azaniah";15;33.3333333333333;66.6666666666667
5;0;"azante";5;100;0
56;5;"azar";61;91.8032786885246;8.19672131147541
0;196;"azara";196;0;100
0;10;"azarae";10;0;100
5;0;"azarael";5;100;0
0;75;"azarah";75;0;100
0;5;"azaraya";5;0;100
0;31;"azarea";31;0;100
0;5;"azareah";5;0;100
0;16;"azaree";16;0;100
13;0;"azareel";13;100;0
0;5;"azareeyah";5;0;100
76;0;"azarel";76;100;0
0;5;"azareth";5;0;100
0;39;"azareya";39;0;100
0;6;"azareyah";6;0;100
205;463;"azari";668;30.688622754491;69.311377245509
115;4799;"azaria";4914;2.34025234025234;97.6597476597477
2581;3768;"azariah";6349;40.6520711923137;59.3479288076862
99;0;"azarian";99;100;0
0;6;"azariana";6;0;100
191;0;"azarias";191;100;0
5;97;"azarie";102;4.90196078431373;95.0980392156863
0;10;"azariea";10;0;100
77;0;"azariel";77;100;0
155;0;"azarion";155;100;0
11;0;"azarious";11;100;0
100;0;"azarius";100;100;0
0;234;"azariya";234;0;100
18;542;"azariyah";560;3.21428571428571;96.7857142857143
0;106;"azarria";106;0;100
0;53;"azarriah";53;0;100
15;61;"azarya";76;19.7368421052632;80.2631578947368
55;128;"azaryah";183;30.0546448087432;69.9453551912568
0;5;"azaryia";5;0;100
10;0;"azavian";10;100;0
137;0;"azavier";137;100;0
126;0;"azavion";126;100;0
0;95;"azaya";95;0;100
24;41;"azayah";65;36.9230769230769;63.0769230769231
0;207;"azayla";207;0;100
0;41;"azaylah";41;0;100
0;69;"azaylea";69;0;100
0;5;"azayleah";5;0;100
0;28;"azaylee";28;0;100
0;123;"azaylia";123;0;100
0;16;"azayliah";16;0;100
19;0;"azayvion";19;100;0
126;0;"azazel";126;100;0
11;0;"azden";11;100;0
0;33;"azealia";33;0;100
439;0;"azeem";439;100;0
0;7;"azeemah";7;0;100
0;6;"azeen";6;0;100
73;0;"azeez";73;100;0
0;11;"azeeza";11;0;100
37;0;"azekiel";37;100;0
231;50;"azel";281;82.2064056939502;17.7935943060498
0;50;"azelea";50;0;100
0;6;"azelene";6;0;100
0;297;"azelia";297;0;100
0;72;"azelie";72;0;100
0;41;"azelin";41;0;100
200;48;"azell";248;80.6451612903226;19.3548387096774
0;35;"azella";35;0;100
0;42;"azelle";42;0;100
0;11;"azelya";11;0;100
0;67;"azelyn";67;0;100
0;36;"azelynn";36;0;100
0;5;"azema";5;0;100
0;5;"azena";5;0;100
27;0;"azende";27;100;0
0;14;"azenet";14;0;100
0;703;"azeneth";703;0;100
5;0;"azer";5;100;0
0;36;"azera";36;0;100
0;59;"azeria";59;0;100
10;49;"azeriah";59;16.9491525423729;83.0508474576271
5;0;"azerion";5;100;0
5;0;"azfar";5;100;0
0;75;"azha";75;0;100
10;0;"azhaan";10;100;0
5;0;"azhan";5;100;0
0;5;"azhanae";5;0;100
0;155;"azhane";155;0;100
0;6;"azhani";6;0;100
185;87;"azhar";272;68.0147058823529;31.9852941176471
0;6;"azhari";6;0;100
0;65;"azharia";65;0;100
0;88;"azhia";88;0;100
28;0;"azi";28;100;0
0;1280;"azia";1280;0;100
360;587;"aziah";947;38.0147835269271;61.9852164730729
0;42;"aziana";42;0;100
0;5;"azianna";5;0;100
0;82;"azie";82;0;100
676;10;"aziel";686;98.5422740524781;1.45772594752187
8;0;"azier";8;100;0
18;0;"azikiwe";18;100;0
0;19;"azilda";19;0;100
0;91;"azile";91;0;100
0;403;"azilee";403;0;100
0;10;"azilyn";10;0;100
0;5;"azilynn";5;0;100
404;0;"azim";404;100;0
6;0;"azimjon";6;100;0
161;21;"azion";182;88.4615384615385;11.5384615384615
140;0;"azir";140;100;0
0;10;"azira";10;0;100
0;35;"azirah";35;0;100
0;5;"aziria";5;0;100
0;5;"aziriah";5;0;100
0;25;"azita";25;0;100
0;326;"aziya";326;0;100
32;951;"aziyah";983;3.25534079348932;96.7446592065107
1242;0;"aziz";1242;100;0
0;1456;"aziza";1456;0;100
0;127;"azizah";127;0;100
15;71;"azizi";86;17.4418604651163;82.5581395348837
6;0;"azizjon";6;100;0
0;35;"azja";35;0;100
0;74;"azjah";74;0;100
5;0;"azjon";5;100;0
0;46;"azka";46;0;100
55;0;"azlaan";55;100;0
315;8;"azlan";323;97.5232198142415;2.47678018575851
0;139;"azlee";139;0;100
0;11;"azleigh";11;0;100
0;88;"azlin";88;0;100
0;645;"azlyn";645;0;100
0;775;"azlynn";775;0;100
0;5;"azlynne";5;0;100
0;25;"azmariah";25;0;100
10;0;"azmeer";10;100;0
12;0;"azmi";12;100;0
0;23;"azmina";23;0;100
20;0;"azmir";20;100;0
24;0;"azon";24;100;0
0;35;"azora";35;0;100
0;29;"azori";29;0;100
0;96;"azoria";96;0;100
0;6;"azoriah";6;0;100
17;750;"azra";767;2.21642764015645;97.7835723598435
626;135;"azrael";761;82.2601839684626;17.7398160315375
0;13;"azrah";13;0;100
96;0;"azreal";96;100;0
0;12;"azria";12;0;100
11;17;"azriah";28;39.2857142857143;60.7142857142857
1380;442;"azriel";1822;75.7409440175631;24.2590559824369
0;34;"azriela";34;0;100
0;87;"azriella";87;0;100
0;148;"azrielle";148;0;100
5;0;"azrien";5;100;0
5;0;"azryel";5;100;0
0;5;"azsa";5;0;100
0;5;"azsha";5;0;100
0;5;"azteca";5;0;100
81;0;"aztlan";81;100;0
0;3420;"azucena";3420;0;100
67;3229;"azul";3296;2.03276699029126;97.9672330097087
0;57;"azula";57;0;100
0;50;"azumi";50;0;100
0;13;"azur";13;0;100
0;386;"azura";386;0;100
0;5;"azurae";5;0;100
0;5;"azurah";5;0;100
0;12;"azurdee";12;0;100
216;1467;"azure";1683;12.8342245989305;87.1657754010695
0;22;"azuredee";22;0;100
0;105;"azuree";105;0;100
0;241;"azuri";241;0;100
50;0;"azuriah";50;100;0
0;5;"azurie";5;0;100
0;5;"azury";5;0;100
0;32;"azusa";32;0;100
0;426;"azusena";426;0;100
0;5;"azuzena";5;0;100
0;168;"azya";168;0;100
0;116;"azyah";116;0;100
6;0;"azyan";6;100;0
0;38;"azyia";38;0;100
0;114;"azyiah";114;0;100
0;26;"azyla";26;0;100
0;12;"azylah";12;0;100
10;0;"azyon";10;100;0
0;18;"azyra";18;0;100
0;10;"azyrah";10;0;100
0;116;"azyria";116;0;100
0;83;"azyriah";83;0;100
0;42;"azza";42;0;100
0;5;"azzahra";5;0;100
91;0;"azzam";91;100;0
64;0;"azzan";64;100;0
0;32;"azzareya";32;0;100
0;40;"azzaria";40;0;100
0;6;"azziah";6;0;100
22;873;"azzie";895;2.45810055865922;97.5418994413408
5;75;"azzure";80;6.25;93.75
0;65;"baani";65;0;100
5;0;"baasil";5;100;0
23;0;"baba";23;100;0
157;0;"babacar";157;100;0
44;0;"babajide";44;100;0
287;0;"babak";287;100;0
0;431;"babara";431;0;100
344;0;"babatunde";344;100;0
0;5;"babbett";5;0;100
0;126;"babbette";126;0;100
0;12;"babbi";12;0;100
0;88;"babbie";88;0;100
0;34;"babby";34;0;100
314;363;"babe";677;46.3810930576071;53.6189069423929
6;0;"baber";6;100;0
0;98;"babetta";98;0;100
5;3261;"babette";3266;0.153092467850582;99.8469075321494
0;15;"babie";15;0;100
0;11;"babita";11;0;100
31;0;"baboucarr";31;100;0
0;285;"babs";285;0;100
6056;5837;"baby";11893;50.9207096611452;49.0792903388548
1981;0;"babyboy";1981;100;0
6;1760;"babygirl";1766;0.339750849377123;99.6602491506229
28;0;"bacari";28;100;0
5;0;"bacarri";5;100;0
58;0;"bach";58;100;0
22;0;"bachir";22;100;0
11;0;"bacil";11;100;0
0;16;"bacilia";16;0;100
183;0;"bacilio";183;100;0
7;0;"badal";7;100;0
355;0;"baden";355;100;0
282;0;"bader";282;100;0
7;0;"badhir";7;100;0
5;0;"badi";5;100;0
0;40;"badia";40;0;100
172;0;"badr";172;100;0
5;23;"bae";28;17.8571428571429;82.1428571428571
5;0;"baeden";5;100;0
0;5;"baela";5;0;100
0;31;"baelee";31;0;100
0;104;"baeleigh";104;0;100
0;23;"baeley";23;0;100
5;0;"baelfire";5;100;0
0;50;"baeli";50;0;100
0;11;"baelie";11;0;100
23;0;"baelin";23;100;0
5;0;"baelor";5;100;0
11;80;"baelyn";91;12.0879120879121;87.9120879120879
0;66;"baelynn";66;0;100
97;0;"baer";97;100;0
12;0;"baggio";12;100;0
0;5;"bah";5;0;100
11;0;"baha";11;100;0
15;0;"bahaa";15;100;0
0;387;"bahar";387;0;100
0;28;"bahareh";28;0;100
0;16;"bahati";16;0;100
32;0;"bahe";32;100;0
0;11;"baheejah";11;0;100
0;5;"baheerah";5;0;100
0;17;"bahia";17;0;100
0;15;"bahiya";15;0;100
0;6;"bahiyah";6;0;100
0;6;"bahiyyah";6;0;100
0;111;"bahja";111;0;100
5;5;"bai";10;50;50
0;5;"baiba";5;0;100
51;0;"baiden";51;100;0
0;2160;"baila";2160;0;100
0;6;"bailasan";6;0;100
0;13;"baile";13;0;100
0;227;"bailea";227;0;100
221;13057;"bailee";13278;1.66440729025456;98.3355927097454
0;170;"bailei";170;0;100
0;2003;"baileigh";2003;0;100
84;0;"bailen";84;100;0
20371;94370;"bailey";114741;17.7538979092042;82.2461020907958
0;41;"baileyann";41;0;100
0;7;"baileyrae";7;0;100
0;333;"baili";333;0;100
0;1571;"bailie";1571;0;100
0;5;"bailiegh";5;0;100
0;5;"baille";5;0;100
0;13;"baillee";13;0;100
0;71;"bailley";71;0;100
0;409;"baillie";409;0;100
0;20;"bailly";20;0;100
18;10;"bailor";28;64.2857142857143;35.7142857142857
417;1303;"baily";1720;24.2441860465116;75.7558139534884
0;5;"bailye";5;0;100
15;201;"bailyn";216;6.94444444444444;93.0555555555556
0;114;"bailynn";114;0;100
252;0;"bain";252;100;0
176;0;"baine";176;100;0
6;0;"bair";6;100;0
419;0;"baird";419;100;0
11;0;"bairo";11;100;0
245;0;"bairon";245;100;0
0;12;"baisha";12;0;100
0;15;"baisley";15;0;100
0;13;"baiya";13;0;100
12;0;"baize";12;100;0
0;5;"baja";5;0;100
6;0;"bakar";6;100;0
1155;0;"bakari";1155;100;0
100;0;"bakary";100;100;0
1629;70;"baker";1699;95.8799293702178;4.12007062978222
0;5;"bakhita";5;0;100
5;0;"bakir";5;100;0
13;0;"bakr";13;100;0
5;0;"balaji";5;100;0
17;0;"balal";17;100;0
28;0;"balam";28;100;0
0;309;"balbina";309;0;100
5;0;"baldassare";5;100;0
2166;0;"baldemar";2166;100;0
77;0;"baldo";77;100;0
1039;0;"baldomero";1039;100;0
569;0;"baldwin";569;100;0
5;0;"bale";5;100;0
0;24;"balee";24;0;100
0;1646;"baleigh";1646;0;100
96;0;"balen";96;100;0
24;0;"balentin";24;100;0
6;0;"baler";6;100;0
0;415;"baleria";415;0;100
0;10;"balery";10;0;100
103;327;"baley";430;23.953488372093;76.046511627907
10;0;"balfour";10;100;0
0;54;"bali";54;0;100
248;0;"balian";248;100;0
0;55;"balie";55;0;100
0;12;"baliegh";12;0;100
13;0;"balil";13;100;0
397;0;"balin";397;100;0
0;647;"balinda";647;0;100
7;0;"balint";7;100;0
21;0;"balke";21;100;0
1069;0;"ballard";1069;100;0
0;5;"ballarie";5;0;100
10;0;"balmore";10;100;0
0;5;"balon";5;0;100
0;6;"balqis";6;0;100
56;0;"balraj";56;100;0
56;0;"baltasar";56;100;0
2435;0;"baltazar";2435;100;0
114;0;"balthazar";114;100;0
0;20;"balvina";20;0;100
0;5;"balynda";5;0;100
46;0;"bam";46;100;0
0;363;"bama";363;0;100
0;5179;"bambi";5179;0;100
0;227;"bambie";227;0;100
0;16;"bambina";16;0;100
0;5;"bamby";5;0;100
21;0;"bamidele";21;100;0
