,name_raw,name,actual,score_actual,guess_orig,score_orig,guess_naive,score_naive,guess_complex,score_complex,dif_orig_naive,dif_orig_complex,dif_naive_complex,,dif_act_orig,dif_act_complex
12967,"sella,_aviva_freidis:0","Sella, Aviva Freidis",,,female,5,andy,3,female,5,2,0,2,,,
12968,"clagett,_martin_richard:0","Clagett, Martin Richard",,,male,1,male,1,male,1,0,0,0,,,
12969,"jensen,_jill_margaret:0","Jensen, Jill Margaret",,,female,5,female,5,female,5,0,0,0,,,
12970,"peffer,_george_anthony:0","Peffer, George Anthony",,,male,1,mostly_male,2,male,1,1,0,1,,,
12971,"wortzel,_heidi_vernon:0","Wortzel, Heidi Vernon",,,female,5,female,5,female,5,0,0,0,,,
12972,"statz,_stephanie_esther_fuglaar:0","Statz, Stephanie Esther Fuglaar",,,female,5,female,5,female,5,0,0,0,,,
12973,"grady,_richard_joseph:0","Grady, Richard Joseph",,,male,1,male,1,male,1,0,0,0,,,
12974,"smith,_roger_craig:0","Smith, Roger Craig",,,male,1,male,1,male,1,0,0,0,,,
12975,"pearson,_ellen_holmes:0","Pearson, Ellen Holmes",,,female,5,female,5,female,5,0,0,0,,,
12976,"glass,_robert_edward:0","Glass, Robert Edward",,,male,1,male,1,male,1,0,0,0,,,
12977,"karmazin,_ketty:0","Karmazin, Ketty",,,female,5,andy,3,female,5,2,0,2,,,
12978,"murphy,_amy_ketia:0","Murphy, Amy Ketia",,,female,5,female,5,female,5,0,0,0,,,
12979,"devido,_elise_anne:0","Devido, Elise Anne",,,female,5,female,5,female,5,0,0,0,,,
12980,"friedlander,_alan_ralph:0","Friedlander, Alan Ralph",,,male,1,male,1,male,1,0,0,0,,,
12981,"beasley,_edward_james:0","Beasley, Edward James",,,male,1,male,1,male,1,0,0,0,,,
12982,"deriggi,_mildred_murphy:0","Deriggi, Mildred Murphy",,,female,5,female,5,female,5,0,0,0,,,
12983,"alderfer,_philip_wendell:0","Alderfer, Philip Wendell",,,male,1,male,1,male,1,0,0,0,,,
12984,"levine,_deborah_i.:0","Levine, Deborah I.",,,female,5,female,5,female,5,0,0,0,,,
12985,"haskett,_robert_stephen:0","Haskett, Robert Stephen",,,male,1,male,1,male,1,0,0,0,,,
12986,"harris,_megan_elizabeth:0","Harris, Megan Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
12987,"kersten,_andrew_edmund:0","Kersten, Andrew Edmund",,,male,1,male,1,male,1,0,0,0,,,
12988,"kelly,_leslie_caroline:0","Kelly, Leslie Caroline",,,female,5,mostly_female,4,female,5,1,0,1,,,
12989,"black,_linda_l.:0","Black, Linda L.",,,female,5,female,5,female,5,0,0,0,,,
12990,"smith,_laurence_daniel:0","Smith, Laurence Daniel",,,male,1,male,1,male,1,0,0,0,,,
12991,"lorenz-meyer,_elizabeth_ann:0","Lorenz Meyer, Elizabeth Ann",,,female,5,female,5,female,5,0,0,0,,,
12992,"seiler,_christine_kay:0","Seiler, Christine Kay",,,female,5,female,5,female,5,0,0,0,,,
12993,"wilburn,_mark_steven:0","Wilburn, Mark Steven",,,male,1,male,1,male,1,0,0,0,,,
12994,"sumner,_david_e.:0","Sumner, David E.",,,male,1,male,1,male,1,0,0,0,,,
12995,"belco,_victoria_christina:0","Belco, Victoria Christina",,,female,5,female,5,female,5,0,0,0,,,
12997,"houck,_judith_anne:0","Houck, Judith Anne",,,female,5,female,5,female,5,0,0,0,,,
12998,"hill-aiello,_thomas_anthony:0","Hill Aiello, Thomas Anthony",,,male,1,male,1,male,1,0,0,0,,,
12999,"campney,_brent_macdonald_stevenson:0","Campney, Brent Macdonald Stevenson",,,male,1,male,1,male,1,0,0,0,,,
13000,"kelley,_michael_g.:0","Kelley, Michael G.",,,male,1,male,1,male,1,0,0,0,,,
13001,"truss,_ruth_smith:0","Truss, Ruth Smith",,,female,5,female,5,female,5,0,0,0,,,
13002,"lowe,_gail_sylvia:0","Lowe, Gail Sylvia",,,female,5,mostly_female,4,female,5,1,0,1,,,
13003,"harmon,_david_leroy:0","Harmon, David Leroy",,,male,1,male,1,male,1,0,0,0,,,
13004,"argetsinger,_kathryn:0","Argetsinger, Kathryn",,,female,5,female,5,female,5,0,0,0,,,
13005,"connelly,_george_j.:0","Connelly, George J.",,,male,1,mostly_male,2,male,1,1,0,1,,,
13006,"self,_charles_everitt:0","Self, Charles Everitt",,,male,1,male,1,male,1,0,0,0,,,
13008,"asher,_nina_lynn:0","Asher, Nina Lynn",,,female,5,female,5,female,5,0,0,0,,,
13009,"hess,_milton_jerome:0","Hess, Milton Jerome",,,male,1,male,1,male,1,0,0,0,,,
13010,"treitel,_jonathan_alexander:0","Treitel, Jonathan Alexander",,,male,1,male,1,male,1,0,0,0,,,
13011,"wu,_harmony_h.:0","Wu, Harmony H.",,,female,5,female,5,female,5,0,0,0,,,
13012,"dirck,_brian_richard:1","Dirck, Brian Richard",,,male,1,male,1,male,1,0,0,0,,,
13013,"dirck,_brian_richard:0","Dirck, Brian Richard",,,male,1,male,1,male,1,0,0,0,,,
13014,"vincent,_andrew:0","Vincent, Andrew",,,male,1,male,1,male,1,0,0,0,,,
13015,"wemp,_brian:0","Wemp, Brian",,,male,1,male,1,male,1,0,0,0,,,
13016,"korstad,_robert_rodgers:0","Korstad, Robert Rodgers",,,male,1,male,1,male,1,0,0,0,,,
13017,"cusick,_ralph_joseph:0","Cusick, Ralph Joseph",,,male,1,male,1,male,1,0,0,0,,,
13018,"marasigan,_cynthia_l.:0","Marasigan, Cynthia L.",,,female,5,female,5,female,5,0,0,0,,,
13019,"bromber,_robert_frank:0","Bromber, Robert Frank",,,male,1,male,1,male,1,0,0,0,,,
13020,"harding,_john_sheldon:0","Harding, John Sheldon",,,male,1,male,1,male,1,0,0,0,,,
13021,"dietrich,_erich_e.:0","Dietrich, Erich E.",,,male,1,andy,3,male,1,2,0,2,,,
13022,"ciani,_john_louis:0","Ciani, John Louis",,,male,1,male,1,male,1,0,0,0,,,
13023,"bowles,_brett_christopher:0","Bowles, Brett Christopher",,,male,1,male,1,male,1,0,0,0,,,
13024,"elam,_mark_gordod:0","Elam, Mark Gordod",,,male,1,male,1,male,1,0,0,0,,,
13025,"limbo,_ernest_maurice:0","Limbo, Ernest Maurice",,,male,1,male,1,male,1,0,0,0,,,
13026,"kaufmann,_jeffrey_charles:0","Kaufmann, Jeffrey Charles",,,male,1,male,1,male,1,0,0,0,,,
13027,"prevos,_andre_jean_marc:0","Prevos, Andre Jean Marc",,,male,1,male,1,male,1,0,0,0,,,
13028,"proano-gomez,_maria:0","Proano Gomez, Maria",,,female,5,female,5,female,5,0,0,0,,,
13029,"van_vleck,_michael_richard:0","Van Vleck, Michael Richard",,,male,1,male,1,male,1,0,0,0,,,
13030,"adams,_william_m.:0","Adams, William M.",,,male,1,male,1,male,1,0,0,0,,,
13031,"mcenroe,_maureen_ann:0","Mcenroe, Maureen Ann",,,female,5,female,5,female,5,0,0,0,,,
13032,"bohanon,_margaret_ann:0","Bohanon, Margaret Ann",,,female,5,female,5,female,5,0,0,0,,,
13033,"pierce,_richard_b.,_ii:0","Pierce, Richard B., Ii",,,male,1,male,1,male,1,0,0,0,,,
13034,"van_der_veur,_paul_roscoe:0","Van Der Veur, Paul Roscoe",,,male,1,male,1,male,1,0,0,0,,,
13035,"tomasek,_kathryn_manson:0","Tomasek, Kathryn Manson",,,female,5,female,5,female,5,0,0,0,,,
13036,"frace,_ryan_k.:0","Frace, Ryan K.",,,male,1,mostly_male,2,male,1,1,0,1,,,
13037,"scott,_craig_dee:0","Scott, Craig Dee",,,male,1,male,1,male,1,0,0,0,,,
13038,"vose,_steven_m.:0","Vose, Steven M.",,,male,1,male,1,male,1,0,0,0,,,
13039,"baroffio-bota,_daniela:0","Baroffio Bota, Daniela",,,female,5,andy,3,female,5,2,0,2,,,
13040,"schlotterbeck,_john_thomas:0","Schlotterbeck, John Thomas",,,male,1,male,1,male,1,0,0,0,,,
13041,"meyer,_mary_kathryn:1","Meyer, Mary Kathryn",,,female,5,mostly_female,4,female,5,1,0,1,,,
13042,"tobin,_catherine_teresa:0","Tobin, Catherine Teresa",,,female,5,female,5,female,5,0,0,0,,,
13043,"nelson,_david_j.:1","Nelson, David J.",,,male,1,male,1,male,1,0,0,0,,,
13045,"pearson,_kathy_lynne_roper:0","Pearson, Kathy Lynne Roper",,,female,5,female,5,female,5,0,0,0,,,
13046,"bean,_christopher_b.:1","Bean, Christopher B.",,,male,1,male,1,male,1,0,0,0,,,
13047,"bean,_christopher_b.:0","Bean, Christopher B.",,,male,1,male,1,male,1,0,0,0,,,
13048,"bowman,_jeffrey_alan:0","Bowman, Jeffrey Alan",,,male,1,male,1,male,1,0,0,0,,,
13049,"borsch,_stuart_james:0","Borsch, Stuart James",,,male,1,male,1,male,1,0,0,0,,,
13050,"steffen,_lisa_jennette:0","Steffen, Lisa Jennette",,,female,5,female,5,female,5,0,0,0,,,
13051,"hawkins,_kimberly:0","Hawkins, Kimberly",,,female,5,mostly_female,4,female,5,1,0,1,,,
13052,"shapiro,_hugh:0","Shapiro, Hugh",,,male,1,male,1,male,1,0,0,0,,,
13053,"dalbey,_matthew:0","Dalbey, Matthew",,,male,1,male,1,male,1,0,0,0,,,
13054,"bailey,_frank,_jr.:0","Bailey, Frank, Jr.",,,male,1,male,1,male,1,0,0,0,,,
13055,"van_tilborg,_dana:0","Van Tilborg, Dana",,,female,5,mostly_female,4,female,5,1,0,1,,,
13056,"boucher,_daniel_j.:0","Boucher, Daniel J.",,,male,1,male,1,male,1,0,0,0,,,
13057,"shulman,_anna_see_ping_leon:0","Shulman, Anna See Ping Leon",,,female,5,female,5,female,5,0,0,0,,,
13058,"peskowitz,_miriam_beth:0","Peskowitz, Miriam Beth",,,female,5,female,5,female,5,0,0,0,,,
13059,"ingrassia,_brian_m.:0","Ingrassia, Brian M.",,,male,1,male,1,male,1,0,0,0,,,
13060,"rosenfeld,_jean_elizabeth:0","Rosenfeld, Jean Elizabeth",,,female,5,mostly_female,4,female,5,1,0,1,,,
13061,"meigs,_mark_david:0","Meigs, Mark David",,,male,1,male,1,male,1,0,0,0,,,
13062,"macdonald,_eric_a.:0","Macdonald, Eric A.",,,male,1,male,1,male,1,0,0,0,,,
13063,"feinerman,_frances_may:0","Feinerman, Frances May",,,female,5,female,5,female,5,0,0,0,,,
13064,"ourand,_jane_swotchak:0","Ourand, Jane Swotchak",,,female,5,female,5,female,5,0,0,0,,,
13065,"villard,_katharine_neilley:0","Villard, Katharine Neilley",,,female,5,female,5,female,5,0,0,0,,,
13066,"carmichael,_peter_shannon:0","Carmichael, Peter Shannon",,,male,1,male,1,male,1,0,0,0,,,
13067,"mcgerr,_michael_edward:0","Mcgerr, Michael Edward",,,male,1,male,1,male,1,0,0,0,,,
13068,"gantt,_jonathan_wes:0","Gantt, Jonathan Wes",,,male,1,male,1,male,1,0,0,0,,,
13069,"kinsey,_laura_lynne:0","Kinsey, Laura Lynne",,,female,5,female,5,female,5,0,0,0,,,
13070,"mire,_lawrence_joseph:0","Mire, Lawrence Joseph",,,male,1,male,1,male,1,0,0,0,,,
13071,"miller,_sarah_e.:0","Miller, Sarah E.",,,female,5,female,5,female,5,0,0,0,,,
13072,"mueller,_ilse:0","Mueller, Ilse",,,female,5,andy,3,female,5,2,0,2,,,
13073,"aplin,_thomas_christopher:0","Aplin, Thomas Christopher",,,male,1,male,1,male,1,0,0,0,,,
13074,"miller,_julia_christine_scriven:0","Miller, Julia Christine Scriven",,,female,5,female,5,female,5,0,0,0,,,
13075,"coggeshall,_jerry_joseph:0","Coggeshall, Jerry Joseph",,,male,1,mostly_male,2,male,1,1,0,1,,,
13076,"bowes,_john_patrick:0","Bowes, John Patrick",,,male,1,male,1,male,1,0,0,0,,,
13077,"bellows,_donald_lyman,_jr.:0","Bellows, Donald Lyman, Jr.",,,male,1,male,1,male,1,0,0,0,,,
13078,"niessen,_james_p.:0","Niessen, James P.",,,male,1,male,1,male,1,0,0,0,,,
13079,"spooner,_denise_suzanne:0","Spooner, Denise Suzanne",,,female,5,female,5,female,5,0,0,0,,,
13080,"kestner,_john_william:0","Kestner, John William",,,male,1,male,1,male,1,0,0,0,,,
13081,"flynn,_david_terence:0","Flynn, David Terence",,,male,1,male,1,male,1,0,0,0,,,
13082,"hebert,_mary_jacqueline:0","Hebert, Mary Jacqueline",,,female,5,mostly_female,4,female,5,1,0,1,,,
13083,"perez_del_solar,_pedro:0","Perez Del Solar, Pedro",,,male,1,andy,3,male,1,2,0,2,,,
13084,"chalabi,_tamara_ahmad:0","Chalabi, Tamara Ahmad",,,female,5,female,5,female,5,0,0,0,,,
13085,"goldberg,_ann_e.:0","Goldberg, Ann E.",,,female,5,female,5,female,5,0,0,0,,,
13086,"thomas,_ruth_harrison:0","Thomas, Ruth Harrison",,,female,5,female,5,female,5,0,0,0,,,
13087,"lopez,_kathleen_maria:0","Lopez, Kathleen Maria",,,female,5,female,5,female,5,0,0,0,,,
13088,"knaus,_pamela_vaughan:0","Knaus, Pamela Vaughan",,,female,5,female,5,female,5,0,0,0,,,
13089,"small,_stephen_augustus:0","Small, Stephen Augustus",,,male,1,male,1,male,1,0,0,0,,,
13090,"schalick,_walton_orvyl,_iii:0","Schalick, Walton Orvyl, Iii",,,male,1,male,1,male,1,0,0,0,,,
13091,"vilavella,_helene:0","Vilavella, Helene",,,female,5,andy,3,female,5,2,0,2,,,
13093,"featherstonhaugh,_arthur_cambronne_iii:0","Featherstonhaugh, Arthur Cambronne Iii",,,male,1,male,1,male,1,0,0,0,,,
13095,"martin,_russell_edward:0","Martin, Russell Edward",,,male,1,male,1,male,1,0,0,0,,,
13096,"bagley,_meredith_m.:0","Bagley, Meredith M.",,,female,5,mostly_female,4,female,5,1,0,1,,,
13097,"carmony,_scott_a.:0","Carmony, Scott A.",,,male,1,male,1,male,1,0,0,0,,,
13098,"carson,_cathryn_leigh:0","Carson, Cathryn Leigh",,,female,5,female,5,female,5,0,0,0,,,
13099,"salmre,_pia_linda:0","Salmre, Pia Linda",,,female,5,andy,3,female,5,2,0,2,,,
13100,"geraci,_victor_william:0","Geraci, Victor William",,,male,1,male,1,male,1,0,0,0,,,
13101,"rockoff,_stuart_allen:0","Rockoff, Stuart Allen",,,male,1,male,1,male,1,0,0,0,,,
13102,"monges,_miriam_ma'at-ka-re:0","Monges, Miriam Ma'at Ka Re",,,female,5,female,5,female,5,0,0,0,,,
13103,"soldatenko,_michael:0","Soldatenko, Michael",,,male,1,male,1,male,1,0,0,0,,,
13104,"hennen,_john_c.,_jr.:0","Hennen, John C., Jr.",,,male,1,male,1,male,1,0,0,0,,,
13105,"rice,_michael_david:1","Rice, Michael David",,,male,1,male,1,male,1,0,0,0,,,
13106,"kirk,_joyce_f.:0","Kirk, Joyce F.",,,female,5,female,5,female,5,0,0,0,,,
13107,"disviscour,_jeannine_ann:0","Disviscour, Jeannine Ann",,,female,5,andy,3,female,5,2,0,2,,,
13108,"connell,_william_leo:0","Connell, William Leo",,,male,1,male,1,male,1,0,0,0,,,
13109,"grow,_matthew_j.:0","Grow, Matthew J.",,,male,1,male,1,male,1,0,0,0,,,
13110,"terrall,_mary:0","Terrall, Mary",,,female,5,mostly_female,4,female,5,1,0,1,,,
13111,"zimmermann,_jason_r.:0","Zimmermann, Jason R.",,,male,1,male,1,male,1,0,0,0,,,
13112,"von_bothmer,_bernard:0","Von Bothmer, Bernard",,,male,1,male,1,male,1,0,0,0,,,
13113,"mason,_laura_anne:0","Mason, Laura Anne",,,female,5,female,5,female,5,0,0,0,,,
13114,"guthrie,_carol_anne:0","Guthrie, Carol Anne",,,female,5,mostly_female,4,female,5,1,0,1,,,
13115,"king,_joseph_francis:0","King, Joseph Francis",,,male,1,male,1,male,1,0,0,0,,,
13116,"sanabria,_enrique_arturo:0","Sanabria, Enrique Arturo",,,male,1,andy,3,male,1,2,0,2,,,
13117,"lee,_daniel_timothy:0","Lee, Daniel Timothy",,,male,1,male,1,male,1,0,0,0,,,
13118,"manning,_christopher_eugene:0","Manning, Christopher Eugene",,,male,1,male,1,male,1,0,0,0,,,
13119,"mountcastle,_john_claiborne:0","Mountcastle, John Claiborne",,,male,1,male,1,male,1,0,0,0,,,
13120,"vitarbo,_gregory_michael:0","Vitarbo, Gregory Michael",,,male,1,male,1,male,1,0,0,0,,,
13121,"pamplona,_marco_antonio:0","Pamplona, Marco Antonio",,,male,1,andy,3,male,1,2,0,2,,,
13122,"oldstone-moore,_jennifer_lee:0","Oldstone Moore, Jennifer Lee",,,female,5,female,5,female,5,0,0,0,,,
13123,"snyder,_kenneth_d.:0","Snyder, Kenneth D.",,,male,1,male,1,male,1,0,0,0,,,
13124,"miller,_heather_lee:0","Miller, Heather Lee",,,female,5,female,5,female,5,0,0,0,,,
13125,"demarco,_william_michael:0","Demarco, William Michael",,,male,1,male,1,male,1,0,0,0,,,
13126,"corbett,_william_paul:0","Corbett, William Paul",,,male,1,male,1,male,1,0,0,0,,,
13127,"reich,_alisa_schulweis:0","Reich, Alisa Schulweis",,,female,5,female,5,female,5,0,0,0,,,
13128,"kabiling,_maria_cristina_ana:0","Kabiling, Maria Cristina Ana",,,female,5,female,5,female,5,0,0,0,,,
13129,"scott,_anna_beatrice:0","Scott, Anna Beatrice",,,female,5,female,5,female,5,0,0,0,,,
13130,"tannous,_jack_boulos_victor:0","Tannous, Jack Boulos Victor",,,male,1,male,1,male,1,0,0,0,,,
13131,"ramos,_lisa_y.:0","Ramos, Lisa Y.",,,female,5,female,5,female,5,0,0,0,,,
13132,"feigenbaum,_lenore:0","Feigenbaum, Lenore",,,female,5,female,5,female,5,0,0,0,,,
13133,"nye,_bruce_james:0","Nye, Bruce James",,,male,1,male,1,male,1,0,0,0,,,
13134,"gross,_suzanne_e.:0","Gross, Suzanne E.",,,female,5,female,5,female,5,0,0,0,,,
13135,"sawyer,_ronald_charles:0","Sawyer, Ronald Charles",,,male,1,male,1,male,1,0,0,0,,,
13136,"fitzpatrick,_david_john:0","Fitzpatrick, David John",,,male,1,male,1,male,1,0,0,0,,,
13137,"robinson,_chase_frederick:0","Robinson, Chase Frederick",,,male,1,male,1,male,1,0,0,0,,,
13138,"mckiven,_henry_melvin,_jr.:0","Mckiven, Henry Melvin, Jr.",,,male,1,male,1,male,1,0,0,0,,,
13139,"marcon,_federico:0","Marcon, Federico",,,male,1,andy,3,male,1,2,0,2,,,
13140,"hanley,_anne_gerard:0","Hanley, Anne Gerard",,,female,5,female,5,female,5,0,0,0,,,
13141,"okoro,_martin_umachi:0","Okoro, Martin Umachi",,,male,1,male,1,male,1,0,0,0,,,
13142,"paul,_michael_gerard:0","Paul, Michael Gerard",,,male,1,male,1,male,1,0,0,0,,,
13143,"stiffler,_douglas_alden:0","Stiffler, Douglas Alden",,,male,1,male,1,male,1,0,0,0,,,
13145,"sprunger,_mary_susan:0","Sprunger, Mary Susan",,,female,5,mostly_female,4,female,5,1,0,1,,,
13146,"penningroth,_dylan_craig:0","Penningroth, Dylan Craig",,,male,1,mostly_male,2,male,1,1,0,1,,,
13147,"bawden,_timothy_todd:0","Bawden, Timothy Todd",,,male,1,male,1,male,1,0,0,0,,,
13148,"bolger,_daniel_patrick:0","Bolger, Daniel Patrick",,,male,1,male,1,male,1,0,0,0,,,
13149,"deal,_laura_kay:0","Deal, Laura Kay",,,female,5,female,5,female,5,0,0,0,,,
13150,"mbogoni,_lawrence_ezekiel_yona:0","Mbogoni, Lawrence Ezekiel Yona",,,male,1,male,1,male,1,0,0,0,,,
13151,"miller,_marla_r.:0","Miller, Marla R.",,,female,5,female,5,female,5,0,0,0,,,
13152,"katz,_sherry_jeanne:0","Katz, Sherry Jeanne",,,female,5,female,5,female,5,0,0,0,,,
13153,"franks,_betty_barclay:0","Franks, Betty Barclay",,,female,5,female,5,female,5,0,0,0,,,
13154,"kowal,_amy_c.:0","Kowal, Amy C.",,,female,5,female,5,female,5,0,0,0,,,
13155,"traylor,_john_christopher:0","Traylor, John Christopher",,,male,1,male,1,male,1,0,0,0,,,
13156,"mathieu,_marie_sarah-jane:0","Mathieu, Marie Sarah Jane",,,female,5,female,5,female,5,0,0,0,,,
13157,"sherry,_thomas_edward:0","Sherry, Thomas Edward",,,male,1,male,1,male,1,0,0,0,,,
13158,"piccato_rodriguez,_pablo_atilio:0","Piccato Rodriguez, Pablo Atilio",,,male,1,andy,3,male,1,2,0,2,,,
13159,"le_blanc,_paul_joseph:0","Le Blanc, Paul Joseph",,,male,1,male,1,male,1,0,0,0,,,
13160,"rayner,_mary_isabel:0","Rayner, Mary Isabel",,,female,5,mostly_female,4,female,5,1,0,1,,,
13161,"vincent,_stephen_anthony:0","Vincent, Stephen Anthony",,,male,1,male,1,male,1,0,0,0,,,
13162,"cogan,_gina:0","Cogan, Gina",,,female,5,female,5,female,5,0,0,0,,,
13163,"morrell,_stephanie_biagi:0","Morrell, Stephanie Biagi",,,female,5,female,5,female,5,0,0,0,,,
13164,"carter_jackson,_kellie:0","Carter Jackson, Kellie",,,female,5,female,5,female,5,0,0,0,,,
13165,"sarfatti-piterberg,_tamar:0","Sarfatti Piterberg, Tamar",,,female,5,andy,3,female,5,2,0,2,,,
13166,"miguel,_felipe_mendes_sozzi:0","Miguel, Felipe Mendes Sozzi",,,male,1,andy,3,male,1,2,0,2,,,
13167,"brosnan,_kathleen_anne:0","Brosnan, Kathleen Anne",,,female,5,female,5,female,5,0,0,0,,,
13168,"brooks,_steven_edwards:0","Brooks, Steven Edwards",,,male,1,male,1,male,1,0,0,0,,,
13169,"sobocinski,_harvey_joseph:0","Sobocinski, Harvey Joseph",,,male,1,male,1,male,1,0,0,0,,,
13170,"etmektsoglou-koehn,_gabriella:0","Etmektsoglou Koehn, Gabriella",,,female,5,andy,3,female,5,2,0,2,,,
13171,"byron,_matthew_a.:0","Byron, Matthew A.",,,male,1,male,1,male,1,0,0,0,,,
13172,"hinojosa,_felipe:0","Hinojosa, Felipe",,,male,1,andy,3,male,1,2,0,2,,,
13173,"pitard,_wayne_thomas:0","Pitard, Wayne Thomas",,,male,1,male,1,male,1,0,0,0,,,
13174,"klaassen,_michael:0","Klaassen, Michael",,,male,1,male,1,male,1,0,0,0,,,
13175,"stine,_linda_france:0","Stine, Linda France",,,female,5,female,5,female,5,0,0,0,,,
13176,"riggs,_wayne_m.:0","Riggs, Wayne M.",,,male,1,male,1,male,1,0,0,0,,,
13177,"clark,_anne_louise:0","Clark, Anne Louise",,,female,5,female,5,female,5,0,0,0,,,
13178,"gould,_rebecca_kneale:0","Gould, Rebecca Kneale",,,female,5,female,5,female,5,0,0,0,,,
13179,"bernhardt,_john_william:0","Bernhardt, John William",,,male,1,male,1,male,1,0,0,0,,,
13180,"barrella,_jessica_rose:0","Barrella, Jessica Rose",,,female,5,female,5,female,5,0,0,0,,,
13181,"spevack,_edmund_daniel:0","Spevack, Edmund Daniel",,,male,1,male,1,male,1,0,0,0,,,
13182,"crawford,_russell_e.:0","Crawford, Russell E.",,,male,1,male,1,male,1,0,0,0,,,
13183,"wallace,_sean_michael_hamilton:0","Wallace, Sean Michael Hamilton",,,male,1,male,1,male,1,0,0,0,,,
13184,"grimes,_sharon_schildein:0","Grimes, Sharon Schildein",,,female,5,mostly_female,4,female,5,1,0,1,,,
13185,"winner,_lauren_frances:0","Winner, Lauren Frances",,,female,5,mostly_female,4,female,5,1,0,1,,,
13187,"watters,_margaret_elizabeth:0","Watters, Margaret Elizabeth",,,female,5,female,5,female,5,0,0,0,,,
13188,"nelson,_mark_wayne:0","Nelson, Mark Wayne",,,male,1,male,1,male,1,0,0,0,,,
13189,"helgeson,_jeffrey:0","Helgeson, Jeffrey",,,male,1,male,1,male,1,0,0,0,,,
13190,"baron,_beth_ann:0","Baron, Beth Ann",,,female,5,female,5,female,5,0,0,0,,,
13191,"mccormick,_ann:0","Mccormick, Ann",,,female,5,female,5,female,5,0,0,0,,,
13192,"getz,_daniel_aaron,_jr.:0","Getz, Daniel Aaron, Jr.",,,male,1,male,1,male,1,0,0,0,,,
13193,"o'toole,_colleen_k.:0","O'toole, Colleen K.",,,female,5,female,5,female,5,0,0,0,,,
13194,"kipokola,_jonas_paul:0","Kipokola, Jonas Paul",,,male,1,andy,3,male,1,2,0,2,,,
13195,"mclaughlin,_molly_megan:0","Mclaughlin, Molly Megan",,,female,5,female,5,female,5,0,0,0,,,
13196,"sandlin,_barry_trent:0","Sandlin, Barry Trent",,,male,1,male,1,male,1,0,0,0,,,
13198,"sleeper,_stephanie:0","Sleeper, Stephanie",,,female,5,female,5,female,5,0,0,0,,,
13199,"bruce,_robert_bowman:0","Bruce, Robert Bowman",,,male,1,male,1,male,1,0,0,0,,,
13200,"terry,_jennifer_carole:0","Terry, Jennifer Carole",,,female,5,female,5,female,5,0,0,0,,,
13201,"james,_anthony_wayne:0","James, Anthony Wayne",,,male,1,male,1,male,1,0,0,0,,,
13202,"vivoni-remus,_carlos_alfredo:0","Vivoni Remus, Carlos Alfredo",,,male,1,male,1,male,1,0,0,0,,,
13203,"kaufman,_suzanne_k.:0","Kaufman, Suzanne K.",,,female,5,female,5,female,5,0,0,0,,,
13204,"frucht,_richard_charles:0","Frucht, Richard Charles",,,male,1,male,1,male,1,0,0,0,,,
13205,"hucles,_michael_edward:0","Hucles, Michael Edward",,,male,1,male,1,male,1,0,0,0,,,
13206,"blaschke,_anne_marcelle:0","Blaschke, Anne Marcelle",,,female,5,female,5,female,5,0,0,0,,,
13207,"holloran,_john_robert:0","Holloran, John Robert",,,male,1,male,1,male,1,0,0,0,,,
13208,"corbett,_barbara_marie:0","Corbett, Barbara Marie",,,female,5,female,5,female,5,0,0,0,,,
13209,"wood,_william_stanley:0","Wood, William Stanley",,,male,1,male,1,male,1,0,0,0,,,
13210,"rorvig,_paul_edward:0","Rorvig, Paul Edward",,,male,1,male,1,male,1,0,0,0,,,
13211,"gillam,_christi_a.:0","Gillam, Christi A.",,,female,5,female,5,female,5,0,0,0,,,
13212,"gold,_kenneth_mark:0","Gold, Kenneth Mark",,,male,1,male,1,male,1,0,0,0,,,
13213,"giles,_mark_stephen:0","Giles, Mark Stephen",,,male,1,male,1,male,1,0,0,0,,,
